"location","city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Bogota,  Colombia","Bogota"," Colombia","Bogota, Bogota Capital District, 11001, Colombia","4.6533326","-74.083652","286447.43","1761359.585","67","0"
"Los Angeles,  United States","Los Angeles"," United States","Los Angeles, Los Angeles County, California, United States","34.0536909","-118.242766","287857.073","1770096.58","67","0"
"Autonomous City of Buenos Aires,  Argentina","Autonomous City of Buenos Aires"," Argentina","Autonomous City of Buenos Aires, Comuna 6, Autonomous City of Buenos Aires, Argentina","-34.6075682","-58.4370894","289413.228","1779741.651","67","0"
"Tocumen,  Panama","Tocumen"," Panama","Tocumen, Distrito Panamá, Panamá, Panama","9.0920363","-79.3816691","290610.43","1787161.935","67","0"
"Belize City,  Belize","Belize City"," Belize","Belize City, Belize District, Belize","17.5000543","-88.2003115","292454.454","1798591.228","67","0"
"Liberia,  Costa Rica","Liberia"," Costa Rica","Liberia, Cantón Liberia, Provincia Guanacaste, 50101, Costa Rica","10.6333401","-85.4362722","299318.946","1841137.473","67","0"
"San Salvador,  El Salvador","San Salvador"," El Salvador","San Salvador, Ayutuxtepeque, Departamento de San Salvador, CP-1101, El Salvador","13.6989939","-89.1914249","300629.818","1849262.279","67","0"
"Guatemala City,  Guatemala","Guatemala City"," Guatemala","Guatemala City, Guatemala Department, 01004, Guatemala","14.6222328","-90.5185188","301163.132","1852567.771","67","0"
"Quito,  Ecuador","Quito"," Ecuador","Quito, Pichincha, 17041, Ecuador","-0.2201641","-78.5123274","301731.391","1856089.847","67","0"
"Honolulu,  United States","Honolulu"," United States","Honolulu, Honolulu County, Hawaii, United States","21.304547","-157.855676","302903.536","1863354.826","67","0"
"Mexico City,  Mexico","Mexico City"," Mexico","Mexico City, Mexico","19.4326296","-99.1331785","304446.681","1872919.263","67","0"
"Lima,  Peru","Lima"," Peru","Lima, Province of Lima, Lima Metropolitan Area, Lima, Peru","-12.0621065","-77.0365256","312120.52","1920481.86","67","0"
"Santiago,  Chile","Santiago"," Chile","Santiago, Provincia de Santiago, Santiago Metropolitan Region, Chile","-33.4377756","-70.6504502","312797.066","1924675.103","67","0"
"Auckland,  New Zealand","Auckland"," New Zealand","Auckland, Waitematā, Auckland, 1010, New Zealand","-36.852095","174.7631803","319442.091","1965861.084","67","0"
"Avarua,  Cook Islands","Avarua"," Cook Islands","Avarua, Te-Au-O-Tonga, Rarotonga, Cook Islands","-21.2074736","-159.7708145","367263.248","2262257.474","67","0"
"Papeete,  France","Papeete"," France","Papeete, Windward Islands, French Polynesia, 98714, France","-17.5373835","-149.5659964","385515.82","2375387.241","67","0"
