"location","city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Tirana,  Albania","Tirana"," Albania","Tirana, Tirana Municipally, Tirana County, Central Albania, 1001-1028, Albania","41.3279485","19.8185512","190288.096","1165362.311","67","0"
"Nairobi,  Kenya","Nairobi"," Kenya","Nairobi, Kenya","-1.3031689499999999","36.826061224105075","190305.13","1165467.889","67","0"
"Podgorica,  Montenegro","Podgorica"," Montenegro","Podgorica, Podgorica Capital City, Montenegro","42.4415238","19.2621081","190340.974","1165690.046","67","0"
"City of Sarajevo,  Bosnia and Herzegovina","City of Sarajevo"," Bosnia and Herzegovina","City of Sarajevo, Sarajevo Canton, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina","43.8519774","18.3866868","190653.543","1167627.356","67","0"
"Berlin,  Germany","Berlin"," Germany","Berlin, 10117, Germany","52.5170365","13.3888599","190834.749","1168750.477","67","0"
"Prague,  Czechia","Prague"," Czechia","Prague, Czechia","50.0874654","14.4212535","191517.351","1172981.256","67","0"
"Ljubljana,  Slovenia","Ljubljana"," Slovenia","Ljubljana, Upravna Enota Ljubljana, 1000, Slovenia","46.0499803","14.5068602","194953.369","1194277.757","67","0"
"Juba,  South Sudan","Juba"," South Sudan","Juba, Central Equatoria, PRIVATE BAG, South Sudan","4.8472017","31.5951655","196322.854","1202765.85","67","0"
"Honolulu,  United States","Honolulu"," United States","Honolulu, Honolulu County, Hawaii, United States","21.304547","-157.855676","196745.153","1205383.265","67","0"
"Kampala,  Uganda","Kampala"," Uganda","Kampala, Central Region, Uganda","0.3177137","32.5813539","198218.468","1214514.898","67","0"
"Auckland,  New Zealand","Auckland"," New Zealand","Auckland, Waitematā, Auckland, 1010, New Zealand","-36.852095","174.7631803","200650.834","1229590.749","67","0"
"Rome,  Italy","Rome"," Italy","Rome, Roma Capitale, Lazio, Italy","41.8933203","12.4829321","202055.557","1238297.243","67","0"
"Amsterdam,  Netherlands","Amsterdam"," Netherlands","Amsterdam, North Holland, Netherlands","52.3727598","4.8936041","202281.611","1239698.329","67","0"
"Zurich,  Switzerland","Zurich"," Switzerland","Zurich, District Zurich, Zurich, Switzerland","47.3744489","8.5410422","202664.794","1242073.307","67","0"
"Luxembourg, Luxembourg","Luxembourg","Luxembourg","Luxembourg","49.8158683","6.1296751","203474.934","1247094.565","67","0"
"Valletta,  Malta","Valletta"," Malta","Valletta, South Eastern Region, Malta","35.8989818","14.5136759","204303.983","1252233.031","67","0"
"Brussels,  Belgium","Brussels"," Belgium","Brussels, City of Brussels, Brussels-Capital, Belgium","50.8465573","4.351697","204728.653","1254865.138","67","0"
"Kigali,  Rwanda","Kigali"," Rwanda","Kigali, Nyarugenge District, Kigali City, 2079, Rwanda","-1.950851","30.061507","205899.414","1262121.541","67","0"
"Tripoli,  Libya","Tripoli"," Libya","Tripoli, سوق الجمعة, Tripoli, Libya","32.896672","13.1777923","209625.64","1285216.756","67","0"
"London,  United Kingdom","London"," United Kingdom","London, Greater London, England, United Kingdom","51.5073219","-0.1276474","209769.072","1286105.751","67","0"
"Paris,  France","Paris"," France","Paris, Ile-de-France, Metropolitan France, France","48.8566969","2.3514616","209772.983","1286129.99","67","0"
"Reykjavik,  Iceland","Reykjavik"," Iceland","Reykjavik, Capital Region, Iceland","64.145981","-21.9422367","211465.568","1296620.662","67","0"
"Dublin,  Ireland","Dublin"," Ireland","Dublin, Dublin 1, Leinster, Ireland","53.3497645","-6.2602732","214724.24","1316817.971","67","0"
"Tunisia, Tunisia","Tunisia","Tunisia","Tunisia","33.8439408","9.400138","215528.821","1321804.775","67","0"
"Harare,  Zimbabwe","Harare"," Zimbabwe","Harare, Harare Province, 04-263, Zimbabwe","-17.831773","31.045686","218694.59","1341426.269","67","0"
"Lusaka,  Zambia","Lusaka"," Zambia","Lusaka, Lusaka District, Lusaka Province, 10101, Zambia","-15.4164488","28.2821535","222288.663","1363702.395","67","0"
"Distrito Municipal de KaMpfumo,  Mozambique","Distrito Municipal de KaMpfumo"," Mozambique","Distrito Municipal de KaMpfumo, Maputo, Mozambique","-25.966213","32.56745","223410.441","1370655.197","67","0"
"Vancouver,  Canada","Vancouver"," Canada","Vancouver, District of North Vancouver, British Columbia, Canada","49.2608724","-123.1139529","224969.531","1380318.465","67","0"
"N'Djamena,  Chad","N'Djamena"," Chad","N'Djamena, Chad","12.1191543","15.0502758","226114.829","1387417.045","67","0"
"Madrid,  Spain","Madrid"," Spain","Madrid, Área metropolitana de Madrid y Corredor del Henares, Community of Madrid, 28001, Spain","40.4167047","-3.7035825","229358.638","1407522.228","67","0"
"Avarua,  Cook Islands","Avarua"," Cook Islands","Avarua, Te-Au-O-Tonga, Rarotonga, Cook Islands","-21.2074736","-159.7708145","230598.69","1415208.096","67","0"
"Gaborone,  Botswana","Gaborone"," Botswana","Gaborone, South-East District, 09267, Botswana","-24.6581357","25.9088474","235579.386","1446078.539","67","0"
"Lisbon,  Portugal","Lisbon"," Portugal","Lisbon, Grande Lisboa, Área Metropolitana de Lisboa, Portugal","38.7077507","-9.1365919","239910.855","1472925.061","67","0"
"Congo,  Democratic Republic of the Congo","Congo"," Democratic Republic of the Congo","Congo, Ngaliema, Kinshasa, 24302, Democratic Republic of the Congo","-4.36642155","15.25859008539669","240999.152","1479670.341","67","0"
"Casablanca,  Morocco","Casablanca"," Morocco","Casablanca, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco","33.5950627","-7.6187768","244968.085","1504269.863","67","0"
"Papeete,  France","Papeete"," France","Papeete, Windward Islands, French Polynesia, 98714, France","-17.5373835","-149.5659964","249154.055","1530214.579","67","0"
"Luanda,  Angola","Luanda"," Angola","Luanda, Municipality of Luanda, Luanda Province, Angola","-8.8272699","13.2439512","249387.188","1531659.543","67","0"
"Niamey,  Niger","Niamey"," Niger","Niamey, 8001, Niger","13.524834","2.109823","252092.252","1548425.577","67","0"
"Los Angeles,  United States","Los Angeles"," United States","Los Angeles, Los Angeles County, California, United States","34.0536909","-118.242766","255302.675","1568323.837","67","0"
"Lagos,  Nigeria","Lagos"," Nigeria","Lagos, Lagos Island, Lagos, 100242, Nigeria","6.4550575","3.3941795","256913.615","1578308.47","67","0"
"Cape Town,  South Africa","Cape Town"," South Africa","Cape Town, City of Cape Town, Western Cape, 8001, South Africa","-33.928992","18.417396","257628.454","1582739.058","67","0"
"Bamako,  Mali","Bamako"," Mali","Bamako, Kati Cercle, Koulikoro, Mali","12.61326555","-7.984739136241295","273804.562","1682998.861","67","0"
"Chicago,  United States","Chicago"," United States","Chicago, Cook County, Illinois, United States","41.8755616","-87.6244212","273937.621","1683823.568","67","0"
"Toronto,  Canada","Toronto"," Canada","Toronto, Golden Horseshoe, Ontario, Canada","43.6534817","-79.3839347","274149.959","1685139.642","67","0"
"Nouakchott,  Mauritania","Nouakchott"," Mauritania","Nouakchott, المفترق, `Arafat, Nouakchott, Mauritania","18.0629628","-15.962910646085763","281819.45","1732675.28","67","0"
"New York,  United States","New York"," United States","New York, United States","40.7127281","-74.0060152","282831.975","1738950.929","67","0"
"Monrovia,  Liberia","Monrovia"," Liberia","Monrovia, Greater Monrovia, Montserrado County, 231, Liberia","6.328034","-10.797788","287189.227","1765957.254","67","0"
"Dakar,  Senegal","Dakar"," Senegal","Dakar, 2084, Senegal","14.693425","-17.447938","289422.521","1779799.253","67","0"
"Freetown,  Sierra Leone","Freetown"," Sierra Leone","Freetown, Western Area Urban, Western Area, 00232, Sierra Leone","8.479004","-13.26795","289635.21","1781117.502","67","0"
"Espargos,  Cape Verde","Espargos"," Cape Verde","Espargos, Sal, 4110, Cape Verde","16.7577983","-22.9431454","296225.457","1821963.972","67","0"
"New Orleans,  United States","New Orleans"," United States","New Orleans, Orleans Parish, Louisiana, United States","29.9499323","-90.0701156","298280.9","1834703.644","67","0"
"Mexico City,  Mexico","Mexico City"," Mexico","Mexico City, Mexico","19.4326296","-99.1331785","308886.313","1900436.185","67","0"
"Nassau,  The Bahamas","Nassau"," The Bahamas","Nassau, New Providence, 242, The Bahamas","25.0783456","-77.3383331","318556.734","1960373.629","67","0"
"Havana,  Cuba","Havana"," Cuba","Havana, Cuba","23.135305","-82.3589631","319853.829","1968413.045","67","0"
"Belize City,  Belize","Belize City"," Belize","Belize City, Belize District, Belize","17.5000543","-88.2003115","326731.476","2011040.823","67","0"
"George Town,  Cayman Islands","George Town"," Cayman Islands","George Town, KY1-9000, Cayman Islands","19.2953549","-81.3807776","329277.558","2026821.487","67","0"
"Guatemala City,  Guatemala","Guatemala City"," Guatemala","Guatemala City, Guatemala Department, 01004, Guatemala","14.6222328","-90.5185188","329897.587","2030664.439","67","0"
"San Salvador,  El Salvador","San Salvador"," El Salvador","San Salvador, Ayutuxtepeque, Departamento de San Salvador, CP-1101, El Salvador","13.6989939","-89.1914249","333434.746","2052587.814","67","0"
"Kingston,  Jamaica","Kingston"," Jamaica","Kingston, Surrey County, KINGSTON, Jamaica","17.9712148","-76.7928128","335430.599","2064958.145","67","0"
"Santo Domingo,  Dominican Republic","Santo Domingo"," Dominican Republic","Santo Domingo, Distrito Nacional, Dominican Republic","18.4801972","-69.942111","336875.898","2073916.132","67","0"
"Punta Cana,  Dominican Republic","Punta Cana"," Dominican Republic","Punta Cana, Higüey, La Altagracia, 23300, Dominican Republic","18.556551","-68.3691611","336931.562","2074261.141","67","0"
"San Juan,  United States","San Juan"," United States","San Juan, Puerto Rico, United States","18.465299","-66.116666","337250.133","2076235.648","67","0"
"Pointe-à-Pitre,  France","Pointe-à-Pitre"," France","Pointe-à-Pitre, Guadeloupe, 97110, France","16.23579555","-61.53207278338337","341886.801","2104973.802","67","0"
"Liberia,  Costa Rica","Liberia"," Costa Rica","Liberia, Cantón Liberia, Provincia Guanacaste, 50101, Costa Rica","10.6333401","-85.4362722","344284.889","2119837.192","67","0"
"Tocumen,  Panama","Tocumen"," Panama","Tocumen, Distrito Panamá, Panamá, Panama","9.0920363","-79.3816691","353855.404","2179155.413","67","0"
"Caracas,  Venezuela","Caracas"," Venezuela","Caracas, Parroquia Catedral, Municipio Libertador, Capital District, Venezuela","10.506098","-66.9146017","356380.316","2194804.865","67","0"
"Bogota,  Colombia","Bogota"," Colombia","Bogota, Bogota Capital District, 11001, Colombia","4.6533326","-74.083652","368013.365","2266906.714","67","0"
"Quito,  Ecuador","Quito"," Ecuador","Quito, Pichincha, 17041, Ecuador","-0.2201641","-78.5123274","375107.758","2310877.887","67","0"
"Rio de Janeiro,  Brazil","Rio de Janeiro"," Brazil","Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 20260-080, Brazil","-22.9110137","-43.2093727","383387.998","2362198.96","67","0"
"Montevideo,  Uruguay","Montevideo"," Uruguay","Montevideo, Uruguay","-34.9058916","-56.1913095","397560.181","2450038.408","67","0"
"Lima,  Peru","Lima"," Peru","Lima, Province of Lima, Lima Metropolitan Area, Lima, Peru","-12.0621065","-77.0365256","400625.365","2469036.474","67","0"
"Autonomous City of Buenos Aires,  Argentina","Autonomous City of Buenos Aires"," Argentina","Autonomous City of Buenos Aires, Comuna 6, Autonomous City of Buenos Aires, Argentina","-34.6075682","-58.4370894","400683.201","2469394.939","67","0"
"Santiago,  Chile","Santiago"," Chile","Santiago, Provincia de Santiago, Santiago Metropolitan Region, Chile","-33.4377756","-70.6504502","406528.917","2505626.795","67","0"
"Santa Cruz,  Bolivia","Santa Cruz"," Bolivia","Santa Cruz, Bolivia","-17.333333","-61.5","418796.001","2581658.4","67","0"
